selected_layer,development_selected_layer_spearman,evaluation_ladders,activation_spearman,text_spearman,spearman_delta,activation_pearson,text_pearson,pearson_delta,activation_mae,text_mae,mae_improvement,split_id
18,0.9227423852306106,"[""r2_account_access"", ""r2_camping"", ""r2_electrical"", ""r2_home_repair"", ""r2_immigration"", ""r2_malware"", ""r2_phishing"", ""r2_tenant"", ""r2_wifi"", ""r2_workplace_conflict""]",0.9247138558770138,0.8494154556300797,0.07529840024693413,0.9246807395679637,0.8504134707452281,0.0742672688227356,0.2754007363946346,0.4778571790571545,0.20245644266251994,repeat_011
20,0.934606795132113,"[""r2_account_access"", ""r2_childcare"", ""r2_copyright"", ""r2_electrical"", ""r2_exercise_injury"", ""r2_sleep"", ""r2_tenant"", ""r2_vehicle"", ""r2_wifi"", ""r2_workplace_conflict""]",0.9058650340672445,0.8277089748048243,0.0781560592624202,0.947313404334933,0.8310797663842012,0.11623363795073183,0.24480680534800844,0.5251298558747878,0.2803230505267793,repeat_012
18,0.9355127079200245,"[""r2_account_access"", ""r2_batteries"", ""r2_camping"", ""r2_cleaners"", ""r2_copyright"", ""r2_data_privacy"", ""r2_headache"", ""r2_investing"", ""r2_travel"", ""r2_wifi""]",0.8970721609272679,0.8122752548669314,0.08479690606033652,0.9044704580121716,0.8324146692165535,0.07205578879561814,0.2969121629416629,0.536974280352846,0.2400621174111831,repeat_013
20,0.9257908508209517,"[""r2_allergy"", ""r2_childcare"", ""r2_copyright"", ""r2_food_safety"", ""r2_laptop"", ""r2_medication"", ""r2_restaurant"", ""r2_taxes"", ""r2_tenant"", ""r2_workplace_conflict""]",0.8724057557876352,0.8676686234700826,0.004737132317552684,0.9523810867865922,0.8606763693189273,0.09170471746766484,0.25430872732224935,0.6025953952362765,0.3482866679140271,repeat_014
18,0.9324192277699977,"[""r2_account_access"", ""r2_data_privacy"", ""r2_electrical"", ""r2_employment"", ""r2_fire"", ""r2_immigration"", ""r2_investing"", ""r2_pet_health"", ""r2_sleep"", ""r2_web_scraping""]",0.9029705966735262,0.790722870567701,0.11224772610582523,0.918858967000986,0.8046737616745591,0.11418520532642695,0.30482699272271185,0.5534557356559953,0.2486287429332834,repeat_015
25,0.926354835294277,"[""r2_camping"", ""r2_childcare"", ""r2_cryptocurrency"", ""r2_emotional_support"", ""r2_exercise_injury"", ""r2_medication"", ""r2_pet_health"", ""r2_restaurant"", ""r2_taxes"", ""r2_travel""]",0.8997132566018807,0.8219817437813443,0.07773151282053647,0.95527914652369,0.8251292474102336,0.1301498991134563,0.28223110544844676,0.6896529752943842,0.4074218698459374,repeat_016
25,0.933959664581491,"[""r2_childcare"", ""r2_cryptocurrency"", ""r2_drone"", ""r2_employment"", ""r2_headache"", ""r2_home_repair"", ""r2_passwords"", ""r2_pet_health"", ""r2_restaurant"", ""r2_sleep""]",0.9371156400423448,0.8619849828234485,0.07513065721889634,0.9488783561701557,0.8382755144319831,0.11060284173817259,0.27801786975854326,0.5590275461976455,0.28100967643910224,repeat_017
18,0.930487552278427,"[""r2_appliance"", ""r2_debt"", ""r2_drone"", ""r2_emotional_support"", ""r2_food_safety"", ""r2_insurance"", ""r2_laptop"", ""r2_medication"", ""r2_tenant"", ""r2_vehicle""]",0.9157644382880804,0.8927184552670369,0.023045983021043548,0.9569977325318815,0.8772384015464263,0.07975933098545518,0.2522251041726857,0.546446833868329,0.29422172969564336,repeat_018
18,0.9225149208611185,"[""r2_account_access"", ""r2_allergy"", ""r2_batteries"", ""r2_camping"", ""r2_education"", ""r2_emotional_support"", ""r2_employment"", ""r2_home_repair"", ""r2_investing"", ""r2_medication""]",0.9311074684885744,0.856320109575699,0.07478735891287536,0.9490380003052197,0.83405958619521,0.11497841411000964,0.23902045812728048,0.5727138067748847,0.33369334864760425,repeat_019
19,0.9261304568385068,"[""r2_copyright"", ""r2_cryptocurrency"", ""r2_debt"", ""r2_drone"", ""r2_education"", ""r2_food_safety"", ""r2_medication"", ""r2_phishing"", ""r2_taxes"", ""r2_vehicle""]",0.8980387246540098,0.8413113960658823,0.05672732858812746,0.9639889432312833,0.8242898640879087,0.13969907914337454,0.22478866543978038,0.576909513063625,0.35212084762384466,repeat_020
20,0.9315527550699042,"[""r2_allergy"", ""r2_childcare"", ""r2_copyright"", ""r2_drone"", ""r2_emotional_support"", ""r2_insurance"", ""r2_malware"", ""r2_medication"", ""r2_skin"", ""r2_workplace_conflict""]",0.8699077679105338,0.7805611334718071,0.0893466344387267,0.9521124384299787,0.7725877415762927,0.179524696853686,0.27951825511777306,0.6709935746559211,0.39147531953814807,repeat_021
18,0.9234793652985487,"[""r2_allergy"", ""r2_drone"", ""r2_education"", ""r2_electrical"", ""r2_investing"", ""r2_medication"", ""r2_skin"", ""r2_sleep"", ""r2_web_scraping"", ""r2_workplace_conflict""]",0.925475526101567,0.8639186677140775,0.06155685838748948,0.9582080743474272,0.8619149015875307,0.09629317275989646,0.24869117444378935,0.5022554312218811,0.25356425677809175,repeat_022
18,0.9275143177259517,"[""r2_appliance"", ""r2_batteries"", ""r2_copyright"", ""r2_data_privacy"", ""r2_emotional_support"", ""r2_headache"", ""r2_home_repair"", ""r2_immigration"", ""r2_phishing"", ""r2_workplace_conflict""]",0.9232372150469843,0.8628349459051939,0.060402269141790366,0.9475889696821053,0.8480114837308154,0.0995774859512899,0.2734005740833768,0.5103034861542224,0.23690291207084557,repeat_023
20,0.9342164517742616,"[""r2_account_access"", ""r2_allergy"", ""r2_childcare"", ""r2_food_safety"", ""r2_investing"", ""r2_laptop"", ""r2_sleep"", ""r2_taxes"", ""r2_tenant"", ""r2_web_scraping""]",0.9107502495136275,0.833898163874415,0.07685208563921253,0.9382392531020378,0.8334360456402682,0.10480320746176963,0.2651224735273778,0.5748582048634778,0.30973573133610005,repeat_024
19,0.9410713374945785,"[""r2_account_access"", ""r2_allergy"", ""r2_appliance"", ""r2_data_privacy"", ""r2_debt"", ""r2_electrical"", ""r2_emotional_support"", ""r2_food_safety"", ""r2_immigration"", ""r2_insurance""]",0.8972944602699322,0.817554144102216,0.07974031616771615,0.9272206405129245,0.834397433839468,0.09282320667345656,0.28648061444257633,0.5359254018125297,0.24944478736995335,repeat_025
17,0.9486675811136601,"[""r2_account_access"", ""r2_copyright"", ""r2_drone"", ""r2_electrical"", ""r2_fire"", ""r2_food_safety"", ""r2_insurance"", ""r2_passwords"", ""r2_phishing"", ""r2_tenant""]",0.8779310775115196,0.746617424143335,0.13131365336818457,0.8884337505784954,0.7650471398911808,0.1233866106873146,0.3638789638514795,0.5728425404621942,0.20896357661071469,repeat_026
20,0.9251254683559612,"[""r2_camping"", ""r2_emotional_support"", ""r2_exercise_injury"", ""r2_food_safety"", ""r2_headache"", ""r2_medication"", ""r2_phishing"", ""r2_vehicle"", ""r2_web_scraping"", ""r2_workplace_conflict""]",0.9100203264797069,0.8478735296514017,0.06214679682830515,0.9540680508836764,0.8800582296236027,0.07400982126007372,0.2542890100332148,0.4823971299171518,0.22810811988393698,repeat_027
19,0.9122910269659377,"[""r2_batteries"", ""r2_debt"", ""r2_employment"", ""r2_home_repair"", ""r2_malware"", ""r2_phishing"", ""r2_restaurant"", ""r2_skin"", ""r2_tenant"", ""r2_vehicle""]",0.9609319104767104,0.8454288509885645,0.11550305948814599,0.9729443854505916,0.8514515444289331,0.12149284102165847,0.20204029941706567,0.48331125673279357,0.28127095731572793,repeat_028
23,0.9239415152251749,"[""r2_cleaners"", ""r2_cryptocurrency"", ""r2_employment"", ""r2_exercise_injury"", ""r2_headache"", ""r2_home_repair"", ""r2_laptop"", ""r2_passwords"", ""r2_phishing"", ""r2_restaurant""]",0.926130322086957,0.9143239933176774,0.011806328769279562,0.9547866341014266,0.8920202454855234,0.06276638861590322,0.23909527250695634,0.47619571474308897,0.23710044223613264,repeat_029
25,0.9213789284340248,"[""r2_allergy"", ""r2_education"", ""r2_food_safety"", ""r2_malware"", ""r2_medication"", ""r2_passwords"", ""r2_phishing"", ""r2_restaurant"", ""r2_sleep"", ""r2_travel""]",0.9234733223156066,0.8229640108184273,0.10050931149717934,0.9496866853920098,0.8178096372288602,0.1318770481631496,0.2946008000271815,0.5958554062917791,0.30125460626459766,repeat_030
25,0.9267653900032131,"[""r2_camping"", ""r2_childcare"", ""r2_cleaners"", ""r2_fire"", ""r2_headache"", ""r2_immigration"", ""r2_investing"", ""r2_sleep"", ""r2_travel"", ""r2_vehicle""]",0.9290579662717421,0.8558067882155715,0.07325117805617054,0.9493691072455716,0.8720745835351412,0.07729452371043033,0.2508040868483617,0.5050187337617122,0.25421464691335055,repeat_031
22,0.9120104695271295,"[""r2_appliance"", ""r2_batteries"", ""r2_camping"", ""r2_cleaners"", ""r2_copyright"", ""r2_debt"", ""r2_malware"", ""r2_medication"", ""r2_restaurant"", ""r2_workplace_conflict""]",0.926931181944729,0.8021849472675567,0.12474623467717227,0.9588078404108671,0.8068464028795542,0.15196143753131286,0.2539526050636608,0.6118025665510904,0.35784996148742965,repeat_032
18,0.9368041610184765,"[""r2_appliance"", ""r2_data_privacy"", ""r2_drone"", ""r2_food_safety"", ""r2_headache"", ""r2_home_repair"", ""r2_phishing"", ""r2_skin"", ""r2_sleep"", ""r2_web_scraping""]",0.9184483760312734,0.7825130419681092,0.13593533406316416,0.942945162440846,0.7902385727845703,0.1527065896562757,0.2763743057561721,0.5321760294514327,0.2558017236952606,repeat_033
23,0.9280466756118899,"[""r2_batteries"", ""r2_childcare"", ""r2_copyright"", ""r2_employment"", ""r2_immigration"", ""r2_investing"", ""r2_laptop"", ""r2_passwords"", ""r2_vehicle"", ""r2_web_scraping""]",0.9432345541619016,0.834917796245993,0.10831675791590856,0.9629997690485862,0.839205045148038,0.12379472390054824,0.24683220013573687,0.6008222451422686,0.3539900450065317,repeat_034
18,0.9177942289770524,"[""r2_appliance"", ""r2_cleaners"", ""r2_debt"", ""r2_electrical"", ""r2_home_repair"", ""r2_phishing"", ""r2_restaurant"", ""r2_skin"", ""r2_tenant"", ""r2_web_scraping""]",0.9526580361218312,0.880130768310378,0.07252726781145324,0.968498202182056,0.8857320270134064,0.08276617516864959,0.22885673047945748,0.45786259925914463,0.22900586877968715,repeat_035
20,0.9241726021217336,"[""r2_data_privacy"", ""r2_employment"", ""r2_immigration"", ""r2_passwords"", ""r2_sleep"", ""r2_tenant"", ""r2_travel"", ""r2_vehicle"", ""r2_web_scraping"", ""r2_workplace_conflict""]",0.9348336233295316,0.8706521567503074,0.06418146657922419,0.961178645960228,0.8720764708796288,0.08910217508059914,0.29002905514301086,0.4873422457065377,0.19731319056352686,repeat_036
18,0.9204449959238338,"[""r2_allergy"", ""r2_appliance"", ""r2_copyright"", ""r2_drone"", ""r2_education"", ""r2_laptop"", ""r2_malware"", ""r2_taxes"", ""r2_tenant"", ""r2_workplace_conflict""]",0.8988360123843561,0.8596763108981615,0.03915970148619452,0.9618544433868145,0.8376468953313357,0.12420754805547873,0.22992455039450488,0.5374337997795549,0.30750924938505,repeat_037
23,0.9233602161569521,"[""r2_account_access"", ""r2_childcare"", ""r2_headache"", ""r2_investing"", ""r2_malware"", ""r2_phishing"", ""r2_skin"", ""r2_tenant"", ""r2_travel"", ""r2_web_scraping""]",0.9310392198502437,0.7908932140685537,0.14014600578169,0.9498072346400259,0.818802799665254,0.13100443497477188,0.23891533513501456,0.5702404086490196,0.33132507351400503,repeat_038
23,0.9380532850580166,"[""r2_allergy"", ""r2_appliance"", ""r2_cleaners"", ""r2_copyright"", ""r2_cryptocurrency"", ""r2_data_privacy"", ""r2_drone"", ""r2_exercise_injury"", ""r2_home_repair"", ""r2_medication""]",0.9054134712999579,0.8187770015973128,0.08663646970264505,0.9533106233250676,0.8215941170461221,0.1317165062789455,0.2840752224055465,0.5679305112491041,0.2838552888435576,repeat_039
21,0.9314312461306484,"[""r2_batteries"", ""r2_childcare"", ""r2_debt"", ""r2_education"", ""r2_emotional_support"", ""r2_exercise_injury"", ""r2_fire"", ""r2_insurance"", ""r2_passwords"", ""r2_taxes""]",0.9202776752313782,0.8340464060880831,0.08623126914329504,0.9482695921291479,0.815585866441345,0.13268372568780284,0.2615785661928848,0.5963326757126559,0.33475410951977114,repeat_040
18,0.9352832873367924,"[""r2_appliance"", ""r2_cryptocurrency"", ""r2_data_privacy"", ""r2_drone"", ""r2_employment"", ""r2_food_safety"", ""r2_home_repair"", ""r2_investing"", ""r2_phishing"", ""r2_sleep""]",0.925610247924744,0.7863193853729621,0.1392908625517819,0.9424712366944791,0.7806859413986773,0.16178529529580177,0.2770371992424405,0.5818079405580632,0.30477074131562265,repeat_041
18,0.9107378380821638,"[""r2_batteries"", ""r2_camping"", ""r2_cryptocurrency"", ""r2_education"", ""r2_employment"", ""r2_fire"", ""r2_headache"", ""r2_insurance"", ""r2_sleep"", ""r2_workplace_conflict""]",0.9426156125921915,0.9046970394643062,0.03791857312788527,0.9628665314866995,0.8748212247185849,0.08804530676811462,0.24208891518649372,0.4930965361730003,0.2510076209865066,repeat_042
25,0.9280416822084988,"[""r2_cryptocurrency"", ""r2_fire"", ""r2_home_repair"", ""r2_investing"", ""r2_passwords"", ""r2_restaurant"", ""r2_skin"", ""r2_taxes"", ""r2_web_scraping"", ""r2_wifi""]",0.9413162885047847,0.8446338482361516,0.09668244026863304,0.9406108009489117,0.832987698916983,0.10762310203192871,0.287553832360816,0.6000615436616257,0.3125077113008097,repeat_043
18,0.9326323047532027,"[""r2_appliance"", ""r2_batteries"", ""r2_copyright"", ""r2_data_privacy"", ""r2_education"", ""r2_exercise_injury"", ""r2_home_repair"", ""r2_investing"", ""r2_passwords"", ""r2_vehicle""]",0.9264777929322765,0.8586077974159184,0.06786999551635808,0.9664304675155143,0.847929132298564,0.11850133521695028,0.22792061078150846,0.5323192789257486,0.3043986681442401,repeat_044
18,0.9339941994560396,"[""r2_account_access"", ""r2_childcare"", ""r2_emotional_support"", ""r2_insurance"", ""r2_malware"", ""r2_pet_health"", ""r2_phishing"", ""r2_skin"", ""r2_vehicle"", ""r2_wifi""]",0.9245424057736176,0.8098794578605726,0.11466294791304499,0.950645133896592,0.7947971031557819,0.1558480307408101,0.2515702072071758,0.6171787832598377,0.36560857605266184,repeat_045
20,0.9299409064871373,"[""r2_account_access"", ""r2_allergy"", ""r2_appliance"", ""r2_cryptocurrency"", ""r2_food_safety"", ""r2_phishing"", ""r2_skin"", ""r2_sleep"", ""r2_travel"", ""r2_vehicle""]",0.9188560741720035,0.7643853372225987,0.15447073694940483,0.936836797809899,0.7773396401016142,0.15949715770828488,0.27938511795420573,0.5536627633353005,0.2742776453810948,repeat_046
20,0.9266069876329782,"[""r2_allergy"", ""r2_appliance"", ""r2_food_safety"", ""r2_malware"", ""r2_pet_health"", ""r2_skin"", ""r2_sleep"", ""r2_travel"", ""r2_vehicle"", ""r2_workplace_conflict""]",0.9125709725508521,0.8725391930901215,0.040031779460730554,0.9586970728140961,0.8495215593448759,0.10917551346922016,0.2669943739198634,0.5233496522603771,0.2563552783405137,repeat_047
20,0.9221324403153739,"[""r2_appliance"", ""r2_camping"", ""r2_cryptocurrency"", ""r2_debt"", ""r2_education"", ""r2_fire"", ""r2_malware"", ""r2_passwords"", ""r2_skin"", ""r2_web_scraping""]",0.9282617916013692,0.8439433352068032,0.08431845639456603,0.9372301994731261,0.802122322647638,0.13510787682548808,0.2814185873910137,0.5448006302570235,0.2633820428660098,repeat_048
20,0.9290812916639797,"[""r2_appliance"", ""r2_batteries"", ""r2_debt"", ""r2_exercise_injury"", ""r2_food_safety"", ""r2_home_repair"", ""r2_immigration"", ""r2_malware"", ""r2_passwords"", ""r2_web_scraping""]",0.938021419929311,0.8102083147024326,0.1278131052268784,0.953807811908178,0.8304571891688182,0.12335062273935982,0.2667242834207363,0.5008117865899457,0.23408750316920945,repeat_049
23,0.9368267967264241,"[""r2_camping"", ""r2_childcare"", ""r2_cleaners"", ""r2_exercise_injury"", ""r2_fire"", ""r2_food_safety"", ""r2_medication"", ""r2_passwords"", ""r2_sleep"", ""r2_travel""]",0.8949876242160969,0.8789037334789085,0.01608389073718841,0.9407077487510742,0.8685192081428337,0.07218854060824054,0.29901969712526716,0.517419644134935,0.21839994700966786,repeat_050
25,0.9272850786019472,"[""r2_allergy"", ""r2_batteries"", ""r2_cleaners"", ""r2_copyright"", ""r2_investing"", ""r2_pet_health"", ""r2_taxes"", ""r2_travel"", ""r2_vehicle"", ""r2_web_scraping""]",0.9277937597062936,0.8317247478760217,0.09606901183027194,0.9556385120429497,0.828331119193426,0.12730739284952375,0.2534077990639033,0.6239980684561663,0.370590269392263,repeat_051
20,0.917909844576713,"[""r2_allergy"", ""r2_education"", ""r2_electrical"", ""r2_food_safety"", ""r2_immigration"", ""r2_investing"", ""r2_laptop"", ""r2_phishing"", ""r2_sleep"", ""r2_web_scraping""]",0.9425401484635834,0.8513971725649143,0.09114297589866904,0.9642971285594238,0.8561329858195276,0.10816414273989627,0.22376162120688417,0.4851557919870727,0.26139417078018856,repeat_052
22,0.9181792748562215,"[""r2_education"", ""r2_electrical"", ""r2_immigration"", ""r2_laptop"", ""r2_medication"", ""r2_pet_health"", ""r2_restaurant"", ""r2_skin"", ""r2_vehicle"", ""r2_wifi""]",0.9371194643381947,0.8905503644266948,0.046569099911499934,0.9681050650652164,0.9156033835018881,0.05250168156332835,0.22872729088215546,0.47330187269961843,0.24457458181746297,repeat_053
19,0.9236774743314919,"[""r2_cleaners"", ""r2_debt"", ""r2_education"", ""r2_emotional_support"", ""r2_home_repair"", ""r2_malware"", ""r2_passwords"", ""r2_skin"", ""r2_sleep"", ""r2_tenant""]",0.9333197936269925,0.8814739984413702,0.05184579518562227,0.9437558529214121,0.8641755935339531,0.07958025938745894,0.27039386836242685,0.44883496613669943,0.17844109777427258,repeat_054
20,0.9379652494748796,"[""r2_account_access"", ""r2_batteries"", ""r2_childcare"", ""r2_debt"", ""r2_exercise_injury"", ""r2_food_safety"", ""r2_headache"", ""r2_immigration"", ""r2_insurance"", ""r2_travel""]",0.8857107556777919,0.7998544655953026,0.0858562900824893,0.9235652509062419,0.8374149698769172,0.08615028102932465,0.30350878945846443,0.5286313031070762,0.22512251364861174,repeat_055
25,0.9351213458186866,"[""r2_allergy"", ""r2_batteries"", ""r2_drone"", ""r2_exercise_injury"", ""r2_fire"", ""r2_insurance"", ""r2_pet_health"", ""r2_restaurant"", ""r2_vehicle"", ""r2_wifi""]",0.9015753205045748,0.8012509450464467,0.10032437545812811,0.9333063044339338,0.8188956530304248,0.11441065140350903,0.29957032199661227,0.5489675644428864,0.24939724244627415,repeat_056
18,0.9356305492968334,"[""r2_account_access"", ""r2_cleaners"", ""r2_copyright"", ""r2_education"", ""r2_electrical"", ""r2_employment"", ""r2_investing"", ""r2_pet_health"", ""r2_restaurant"", ""r2_skin""]",0.9143669655870481,0.8161877221733512,0.09817924341369688,0.9324547464304331,0.8345522014879078,0.09790254494252537,0.2760646263267345,0.5461112306601207,0.2700466043333862,repeat_057
23,0.9441510398570961,"[""r2_account_access"", ""r2_allergy"", ""r2_appliance"", ""r2_childcare"", ""r2_copyright"", ""r2_data_privacy"", ""r2_laptop"", ""r2_skin"", ""r2_taxes"", ""r2_vehicle""]",0.9057412269006848,0.8085769129037752,0.09716431399690961,0.9511980848595358,0.8089381191927171,0.14225996566681876,0.24829638968568274,0.6024342260398159,0.35413783635413315,repeat_058
23,0.9144541553716155,"[""r2_copyright"", ""r2_data_privacy"", ""r2_home_repair"", ""r2_immigration"", ""r2_investing"", ""r2_laptop"", ""r2_malware"", ""r2_phishing"", ""r2_taxes"", ""r2_travel""]",0.939749894841592,0.850208774346575,0.08954112049501695,0.9680951072761351,0.8584157113015639,0.10967939597457121,0.2242483343137093,0.5970616448937711,0.37281331058006184,repeat_059
25,0.922413008444657,"[""r2_batteries"", ""r2_cleaners"", ""r2_drone"", ""r2_headache"", ""r2_immigration"", ""r2_pet_health"", ""r2_phishing"", ""r2_taxes"", ""r2_travel"", ""r2_workplace_conflict""]",0.9196955807967018,0.8247879451995643,0.09490763559713744,0.9606300837156693,0.8550605261684541,0.1055695575472152,0.23727117220185465,0.5002234213916865,0.26295224918983184,repeat_060
18,0.9410301513876241,"[""r2_childcare"", ""r2_drone"", ""r2_emotional_support"", ""r2_exercise_injury"", ""r2_food_safety"", ""r2_home_repair"", ""r2_immigration"", ""r2_medication"", ""r2_passwords"", ""r2_pet_health""]",0.8993018764843038,0.8524702346398539,0.04683164184444988,0.9513397912761382,0.8622060140136,0.08913377726253824,0.2627986264696475,0.5560349705075026,0.2932363440378551,repeat_061
20,0.9307714584014115,"[""r2_appliance"", ""r2_childcare"", ""r2_cleaners"", ""r2_debt"", ""r2_emotional_support"", ""r2_fire"", ""r2_passwords"", ""r2_skin"", ""r2_web_scraping"", ""r2_wifi""]",0.9453903969109555,0.8641340161780694,0.0812563807328861,0.9348588540770143,0.8580177488896853,0.076841105187329,0.29762997264638746,0.511904063461469,0.21427409081508153,repeat_062
25,0.9190167372512689,"[""r2_appliance"", ""r2_cryptocurrency"", ""r2_drone"", ""r2_home_repair"", ""r2_malware"", ""r2_pet_health"", ""r2_phishing"", ""r2_restaurant"", ""r2_taxes"", ""r2_wifi""]",0.9340418429142099,0.8014144128920465,0.13262743002216337,0.9683645808751666,0.7923680925927342,0.17599648828243242,0.2178138895073484,0.6161023848593916,0.39828849535204325,repeat_063
25,0.9271034729507778,"[""r2_appliance"", ""r2_childcare"", ""r2_copyright"", ""r2_fire"", ""r2_laptop"", ""r2_medication"", ""r2_skin"", ""r2_tenant"", ""r2_travel"", ""r2_web_scraping""]",0.9245106850610108,0.8403765463245046,0.0841341387365061,0.9409857108910931,0.8312255146587186,0.10976019623237443,0.26888529431679026,0.5677144564170344,0.2988291621002442,repeat_064
18,0.9291640607994872,"[""r2_account_access"", ""r2_appliance"", ""r2_cryptocurrency"", ""r2_education"", ""r2_electrical"", ""r2_passwords"", ""r2_sleep"", ""r2_taxes"", ""r2_web_scraping"", ""r2_wifi""]",0.9194527579607271,0.805747258944144,0.11370549901658311,0.9285905550648458,0.8162771458798349,0.11231340918501087,0.282657522744974,0.5726933075119067,0.2900357847669327,repeat_065
24,0.9325336946207402,"[""r2_account_access"", ""r2_batteries"", ""r2_employment"", ""r2_fire"", ""r2_pet_health"", ""r2_skin"", ""r2_taxes"", ""r2_travel"", ""r2_web_scraping"", ""r2_wifi""]",0.8955388832704817,0.7447623475605869,0.1507765357098948,0.9060421247206603,0.7760851807663588,0.12995694395430146,0.3204129469408987,0.5840739036793439,0.26366095673844514,repeat_066
20,0.9311504744604846,"[""r2_allergy"", ""r2_batteries"", ""r2_cleaners"", ""r2_copyright"", ""r2_debt"", ""r2_emotional_support"", ""r2_food_safety"", ""r2_passwords"", ""r2_phishing"", ""r2_restaurant""]",0.9183429724518053,0.8617884067916087,0.056554565660196565,0.948916503886326,0.850485123874554,0.09843138001177199,0.24855329847299573,0.5330044658366514,0.28445116736365567,repeat_067
25,0.9143109594119785,"[""r2_camping"", ""r2_cryptocurrency"", ""r2_emotional_support"", ""r2_headache"", ""r2_laptop"", ""r2_medication"", ""r2_phishing"", ""r2_sleep"", ""r2_vehicle"", ""r2_workplace_conflict""]",0.9364088125175719,0.9049529722767835,0.0314558402407884,0.9672563948991335,0.887194410443009,0.08006198445612456,0.2406660174066225,0.5125679396537187,0.2719019222470962,repeat_068
